URL,Question,Option A,Option B,Option C,Option D,GT,Prompt
https://attack.mitre.org/techniques/T1558/002,Which MITRE ATT&CK technique is associated with the process of obtaining password hashes for target services using Kerberoasting?,T1083,T1550.003,T1087,T1102,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which MITRE ATT&CK technique is associated with the process of obtaining password hashes for target services using Kerberoasting? **Options:** A) T1083 B) T1550.003 C) T1087 D) T1102 **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1558/002,"What is the recommended password length for service accounts to mitigate the risk of silver ticket attacks, according to the provided text?",12 characters,16 characters,20 characters,25 characters or more,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What is the recommended password length for service accounts to mitigate the risk of silver ticket attacks, according to the provided text? **Options:** A) 12 characters B) 16 characters C) 20 characters D) 25 characters or more **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1558/002,Which of the following is NOT mentioned in the text as a potential mitigation strategy for silver ticket attacks?,Enhancing password policies for service accounts,Implementing multi-factor authentication,Limiting privileges for service accounts,Using AES Kerberos encryption,B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following is NOT mentioned in the text as a potential mitigation strategy for silver ticket attacks? **Options:** A) Enhancing password policies for service accounts B) Implementing multi-factor authentication C) Limiting privileges for service accounts D) Using AES Kerberos encryption **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1558/003,"What technique is described in the provided text, according to the MITRE ATT&CK framework?",T1550.003 -  Brute Force,T1550.002 -  Credential Dumping,T1550.005 -  Credential Stuffing,T1550.007 -  Password Spraying,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What technique is described in the provided text, according to the MITRE ATT&CK framework? **Options:** A) T1550.003 -Brute Force B) T1550.002 -Credential Dumping C) T1550.005 -Credential Stuffing D) T1550.007 -Password Spraying **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1558/003,What is the name of the Kerberos authentication component that is vulnerable to offline brute-force attacks when using the RC4 algorithm?,Ticket-Granting Ticket (TGT),Ticket-Granting Service (TGS),Service Principal Name (SPN),Service Logon Account,B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What is the name of the Kerberos authentication component that is vulnerable to offline brute-force attacks when using the RC4 algorithm? **Options:** A) Ticket-Granting Ticket (TGT) B) Ticket-Granting Service (TGS) C) Service Principal Name (SPN) D) Service Logon Account **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1558/003,Which of the following tools or frameworks mentioned in the text can be used to obtain Service Principal Names (SPNs) for user accounts?,Brute Ratel C4,Empire,Impacket,SILENTTRINITY,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following tools or frameworks mentioned in the text can be used to obtain Service Principal Names (SPNs) for user accounts? **Options:** A) Brute Ratel C4 B) Empire C) Impacket D) SILENTTRINITY **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1558/003,Which MITRE ATT&CK tactics are enabled by successfully cracking Kerberos hashes obtained through the described technique?,"Persistence, Privilege Escalation, Lateral Movement","Discovery, Credential Access, Execution","Defense Evasion, Exfiltration, Collection","Impact, Exploitation, Impairment",A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which MITRE ATT&CK tactics are enabled by successfully cracking Kerberos hashes obtained through the described technique? **Options:** A) Persistence, Privilege Escalation, Lateral Movement B) Discovery, Credential Access, Execution C) Defense Evasion, Exfiltration, Collection D) Impact, Exploitation, Impairment **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1558/003,Which of the following mitigation strategies is specifically mentioned in the text to address the vulnerability discussed?,Disable Kerberos authentication for sensitive services,Restrict user access to domain controllers,Enable Kerberos encryption with stronger algorithms than RC4,Implement multi-factor authentication for all service accounts,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following mitigation strategies is specifically mentioned in the text to address the vulnerability discussed? **Options:** A) Disable Kerberos authentication for sensitive services B) Restrict user access to domain controllers C) Enable Kerberos encryption with stronger algorithms than RC4 D) Implement multi-factor authentication for all service accounts **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1558/004,What technique does an adversary utilize to reveal the credentials of accounts that have Kerberos pre-authentication disabled?,T1110 - Brute Force,T1550.003 - Use Alternate Authentication,T1556 - Steal or Forge Kerberos Tickets,T1550.002 -  Use Alternate Credentials,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What technique does an adversary utilize to reveal the credentials of accounts that have Kerberos pre-authentication disabled? **Options:** A) T1110 - Brute Force B) T1550.003 - Use Alternate Authentication C) T1556 - Steal or Forge Kerberos Tickets D) T1550.002 -Use Alternate Credentials **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1558/004,Which MITRE ATT&CK tactic does obtaining cracked hashes from Kerberos pre-authentication allow an adversary to achieve?,T1083 -  Data Encrypted for Transport,T1071.001 -  Account Discovery,T1078 -  Valid Accounts,T1090.001 -  Indicator Removal from Tools,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which MITRE ATT&CK tactic does obtaining cracked hashes from Kerberos pre-authentication allow an adversary to achieve? **Options:** A) T1083 -Data Encrypted for Transport B) T1071.001 -Account Discovery C) T1078 -Valid Accounts D) T1090.001 -Indicator Removal from Tools **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1558/004,Which Windows tool can be used to identify accounts with Kerberos pre-authentication disabled?,Netsh,PowerShell,Sysinternals,NirSoft,B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which Windows tool can be used to identify accounts with Kerberos pre-authentication disabled? **Options:** A) Netsh B) PowerShell C) Sysinternals D) NirSoft **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1558/004,What is the purpose of enabling AES Kerberos encryption instead of RC4?,To prevent the adversary from gaining access to the TGT,To make it harder for the adversary to crack the encrypted data,To ensure that the TGT is signed with the users password,To limit the number of requests an adversary can send to the DC,B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What is the purpose of enabling AES Kerberos encryption instead of RC4? **Options:** A) To prevent the adversary from gaining access to the TGT B) To make it harder for the adversary to crack the encrypted data C) To ensure that the TGT is signed with the users password D) To limit the number of requests an adversary can send to the DC **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1558/004,What is the recommended approach to mitigate the risk of Kerberos pre-authentication being disabled?,Disable Kerberos pre-authentication for all accounts,Use a third-party password vaulting solution,Encrypt all sensitive data at rest,Ensure that all accounts have pre-authentication enabled whenever possible,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What is the recommended approach to mitigate the risk of Kerberos pre-authentication being disabled? **Options:** A) Disable Kerberos pre-authentication for all accounts B) Use a third-party password vaulting solution C) Encrypt all sensitive data at rest D) Ensure that all accounts have pre-authentication enabled whenever possible **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1539,"Which of the following malware families has been observed stealing cookies from the Chrome browser, as documented in the provided text?",BLUELIGHT,EVILNUM,LuminousMoth,CookieMiner,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following malware families has been observed stealing cookies from the Chrome browser, as documented in the provided text? **Options:** A) BLUELIGHT B) EVILNUM C) LuminousMoth D) CookieMiner **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1539,"According to the provided text, which of the following techniques is used by adversaries to steal web application session cookies by tricking victims into running malicious JavaScript in their browser?",T1190 - Exploit Public-Facing Application,T1059.007 - Command and Scripting Interpreter,T1566.002 - Phishing,T1568.002 - User Execution,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** According to the provided text, which of the following techniques is used by adversaries to steal web application session cookies by tricking victims into running malicious JavaScript in their browser? **Options:** A) T1190 - Exploit Public-Facing Application B) T1059.007 - Command and Scripting Interpreter C) T1566.002 - Phishing D) T1568.002 - User Execution **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1539,"Within the context of MITRE ATT&CK for Enterprise, which of the following data sources is most effective for detecting an attempt to steal cookies by injecting malicious JavaScript into a browser process?",Network,File,Process,Registry,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Within the context of MITRE ATT&CK for Enterprise, which of the following data sources is most effective for detecting an attempt to steal cookies by injecting malicious JavaScript into a browser process? **Options:** A) Network B) File C) Process D) Registry **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1539,"In the scenario of an adversary attempting to steal session cookies using an Evilginx2 proxy, which of the following MITRE ATT&CK techniques is most likely being used?",T1568 - Exploitation for Client Execution,T1569 - Command and Control,T1102 - Execution with Unnecessary Privileges,T1572 - Adversary-in-the-Middle,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** In the scenario of an adversary attempting to steal session cookies using an Evilginx2 proxy, which of the following MITRE ATT&CK techniques is most likely being used? **Options:** A) T1568 - Exploitation for Client Execution B) T1569 - Command and Control C) T1102 - Execution with Unnecessary Privileges D) T1572 - Adversary-in-the-Middle **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1539,"Which of the following techniques, as documented in the provided text, is NOT directly related to the theft of web application session cookies?",T1569 - Command and Control,T1572 - Adversary-in-the-Middle,T1059.007 - Command and Scripting Interpreter,T1102 - Execution with Unnecessary Privileges,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following techniques, as documented in the provided text, is NOT directly related to the theft of web application session cookies? **Options:** A) T1569 - Command and Control B) T1572 - Adversary-in-the-Middle C) T1059.007 - Command and Scripting Interpreter D) T1102 - Execution with Unnecessary Privileges **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1552,Which MITRE ATT&CK technique ID and name describes the scenario where an adversary searches for sensitive data in AWS Cloud Formation templates?,T1505.001 - Process Injection,T1071.001 -  Data Staged,T1535 -  Data from Configuration Management,T1140 -  Data from Cloud Storage,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which MITRE ATT&CK technique ID and name describes the scenario where an adversary searches for sensitive data in AWS Cloud Formation templates? **Options:** A) T1505.001 - Process Injection B) T1071.001 -Data Staged C) T1535 -Data from Configuration Management D) T1140 -Data from Cloud Storage **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1552,Which of the following is NOT a mitigation against adversaries searching compromised systems for insecurely stored credentials?,Limit access to the Instance Metadata API.,Encrypt Sensitive Information,Ensure that developers and system administrators are aware of the risk associated with having plaintext passwords in software configuration files,Disable the system's history feature in order to prevent adversaries from finding credentials in the .bash_history file.,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following is NOT a mitigation against adversaries searching compromised systems for insecurely stored credentials? **Options:** A) Limit access to the Instance Metadata API. B) Encrypt Sensitive Information C) Ensure that developers and system administrators are aware of the risk associated with having plaintext passwords in software configuration files D) Disable the system's history feature in order to prevent adversaries from finding credentials in the .bash_history file. **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1552,"According to the text, which of the following is a detection method for adversaries searching compromised systems for insecurely stored credentials?",Monitor for an unexpected file access to the user's .bash_history file.,Monitor for an unexpected Windows Registry Key being accessed.,Monitor for a new process being created.,All of the above,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** According to the text, which of the following is a detection method for adversaries searching compromised systems for insecurely stored credentials? **Options:** A) Monitor for an unexpected file access to the user's .bash_history file. B) Monitor for an unexpected Windows Registry Key being accessed. C) Monitor for a new process being created. D) All of the above **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1552,What is the technique ID and name used by DarkGate to steal user credentials from infected machines?,T1595 -  Data Obfuscation,T1071.001 -  Data Staged,T1535 -  Data from Configuration Management,T1590 -  Credential Dumping,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What is the technique ID and name used by DarkGate to steal user credentials from infected machines? **Options:** A) T1595 -Data Obfuscation B) T1071.001 -Data Staged C) T1535 -Data from Configuration Management D) T1590 -Credential Dumping **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1552,Which of the following MITRE ATT&CK techniques is NOT mentioned in the provided text?,T1140 - Data from Cloud Storage,T1535 - Data from Configuration Management,T1505.001 - Process Injection,T1071.001 - Data Staged,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following MITRE ATT&CK techniques is NOT mentioned in the provided text? **Options:** A) T1140 - Data from Cloud Storage B) T1535 - Data from Configuration Management C) T1505.001 - Process Injection D) T1071.001 - Data Staged **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1552/001,"Which of the following MITRE ATT&CK techniques, within the Enterprise platform, describes the adversary behavior of searching for files containing insecurely stored credentials?",T1083.001 - File and Directory Discovery,T1552.001 - Credential Dumping,T1083.003 - File and Directory Permissions Modification,T1082 - System Information Discovery,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following MITRE ATT&CK techniques, within the Enterprise platform, describes the adversary behavior of searching for files containing insecurely stored credentials? **Options:** A) T1083.001 - File and Directory Discovery B) T1552.001 - Credential Dumping C) T1083.003 - File and Directory Permissions Modification D) T1082 - System Information Discovery **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1552/001,"Within the Enterprise platform, which of the following techniques represents the adversarys attempt to extract credentials from backups or saved virtual machines?",T1552.001 - Credential Dumping,T1134.001 - Access Token Manipulation,T1552.002 - Credentials in Files,T1552.005 - OS Credential Dumping,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Within the Enterprise platform, which of the following techniques represents the adversarys attempt to extract credentials from backups or saved virtual machines? **Options:** A) T1552.001 - Credential Dumping B) T1134.001 - Access Token Manipulation C) T1552.002 - Credentials in Files D) T1552.005 - OS Credential Dumping **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1552/001,"Which of the following adversaries, based on the provided text, is known to have utilized LaZagne to gather credentials?",APT3,APT33,FIN13,TrickBot,B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following adversaries, based on the provided text, is known to have utilized LaZagne to gather credentials? **Options:** A) APT3 B) APT33 C) FIN13 D) TrickBot **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1552/001,"Based on the provided MITRE ATT&CK description, what is the primary detection method for adversary attempts to search for insecurely stored credentials in files?",Monitoring file access events,Monitoring network traffic,Monitoring process creation events,Analyzing system logs for specific keywords,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Based on the provided MITRE ATT&CK description, what is the primary detection method for adversary attempts to search for insecurely stored credentials in files? **Options:** A) Monitoring file access events B) Monitoring network traffic C) Monitoring process creation events D) Analyzing system logs for specific keywords **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1552/001,"Which of the following techniques, within the Enterprise platform, represents the adversarys attempt to extract credentials from FTP clients?",T1552.001 - Credential Dumping,T1552.002 - Credentials in Files,T1083.002 - File and Directory Monitoring,T1552.003 - Data from Local System,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following techniques, within the Enterprise platform, represents the adversarys attempt to extract credentials from FTP clients? **Options:** A) T1552.001 - Credential Dumping B) T1552.002 - Credentials in Files C) T1083.002 - File and Directory Monitoring D) T1552.003 - Data from Local System **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1552/002,Which of the following MITRE ATT&CK techniques does Agent Tesla utilize to extract credentials from the Windows Registry?,T1112 - Registry Data Discovery,T1110 - Execution,T1115 - Credential Dumping,T1119 - Brute Force,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following MITRE ATT&CK techniques does Agent Tesla utilize to extract credentials from the Windows Registry? **Options:** A) T1112 - Registry Data Discovery B) T1110 - Execution C) T1115 - Credential Dumping D) T1119 - Brute Force **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1552/002,Which of the following tools can be used to search the Windows Registry for stored credentials using a command-line interface?,PowerSploit,Regs,Mimikatz,ProcDump,B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following tools can be used to search the Windows Registry for stored credentials using a command-line interface? **Options:** A) PowerSploit B) Regs C) Mimikatz D) ProcDump **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1552/002,"The text mentions the use of ""PowerSploit"" for searching the Registry. Which of these MITRE ATT&CK techniques best describes the type of attack employed by PowerSploit?",T1059.001 - Command and Scripting Interpreter,T1083 - File and Directory Discovery,T1112 - Registry Data Discovery,T1115 - Credential Dumping,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** The text mentions the use of ""PowerSploit"" for searching the Registry. Which of these MITRE ATT&CK techniques best describes the type of attack employed by PowerSploit? **Options:** A) T1059.001 - Command and Scripting Interpreter B) T1083 - File and Directory Discovery C) T1112 - Registry Data Discovery D) T1115 - Credential Dumping **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1552/002,"What is the main purpose of the Analytic 1 - Credentials in Files & Registry, as described in the text?",To detect suspicious files and registry keys containing potentially sensitive information,To monitor for unauthorized access to the Windows Registry,To identify potential attempts to dump credentials from the Registry,To identify and block malicious processes using the Registry,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What is the main purpose of the Analytic 1 - Credentials in Files & Registry, as described in the text? **Options:** A) To detect suspicious files and registry keys containing potentially sensitive information B) To monitor for unauthorized access to the Windows Registry C) To identify potential attempts to dump credentials from the Registry D) To identify and block malicious processes using the Registry **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1552/002,"According to the text, which of the following mitigation strategies is recommended to reduce the risk of credentials being stored insecurely in the Windows Registry?",Implement strong password policies,Disable the use of the Registry for storing credentials,Use privileged account management to restrict permissions for accounts that interact with the Registry,All of the above,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** According to the text, which of the following mitigation strategies is recommended to reduce the risk of credentials being stored insecurely in the Windows Registry? **Options:** A) Implement strong password policies B) Disable the use of the Registry for storing credentials C) Use privileged account management to restrict permissions for accounts that interact with the Registry D) All of the above **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1552/003,"Which MITRE ATT&CK technique, used by Kinsing, is described in the text?",T1078.002 -  Command and Scripting Interpreter:  Bash History,T1083 -  Command and Scripting Interpreter:  File Execution,T1001 -  Data Staged,T1087 -  Data Encoding,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which MITRE ATT&CK technique, used by Kinsing, is described in the text? **Options:** A) T1078.002 -Command and Scripting Interpreter:Bash History B) T1083 -Command and Scripting Interpreter:File Execution C) T1001 -Data Staged D) T1087 -Data Encoding **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1552/003,"According to the text, which command can be used to stop bash history logging in Linux?",set +o history,set -o history,unset HISTFILE,ln -s /dev/null ~/.bash_history,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** According to the text, which command can be used to stop bash history logging in Linux? **Options:** A) set +o history B) set -o history C) unset HISTFILE D) ln -s /dev/null ~/.bash_history **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1552/003,What is the primary data component used to detect the adversary's activity in this scenario?,Network Traffic Analysis,File Access Monitoring,Process Monitoring,User Login Monitoring,B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What is the primary data component used to detect the adversary's activity in this scenario? **Options:** A) Network Traffic Analysis B) File Access Monitoring C) Process Monitoring D) User Login Monitoring **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1552/003,Which of the following is NOT a mitigation technique described in the text for preventing bash history logging?,Disabling the bash history feature,Redirecting the bash history file to /dev/null,Using the 'history' utility to access command history,Adding specific commands to the user's .bash_rc file,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following is NOT a mitigation technique described in the text for preventing bash history logging? **Options:** A) Disabling the bash history feature B) Redirecting the bash history file to /dev/null C) Using the 'history' utility to access command history D) Adding specific commands to the user's .bash_rc file **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1552/003,"According to the text, what is the typical size limit for the .bash_history file?",100 commands,250 commands,500 commands,1000 commands,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** According to the text, what is the typical size limit for the .bash_history file? **Options:** A) 100 commands B) 250 commands C) 500 commands D) 1000 commands **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1552/004,Which MITRE ATT&CK technique is used by adversaries to search for private keys in the .ssh directory?,T1115 - Data from Local System,T1083 - File and Directory Discovery,T1003 - OS Credential Dumping,T1560 - Steal or Forge Kerberos Tickets,B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which MITRE ATT&CK technique is used by adversaries to search for private keys in the .ssh directory? **Options:** A) T1115 - Data from Local System B) T1083 - File and Directory Discovery C) T1003 - OS Credential Dumping D) T1560 - Steal or Forge Kerberos Tickets **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1552/004,Which tool mentioned in the text can retrieve token signing certificates and token decryption certificates from a compromised AD FS server?,Mimikatz,FoggyWeb,Empire,Machete,B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which tool mentioned in the text can retrieve token signing certificates and token decryption certificates from a compromised AD FS server? **Options:** A) Mimikatz B) FoggyWeb C) Empire D) Machete **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
